player_name,club_name,position_name,now_cost,total_points,event_points,points_per_game,selected_by_percent,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,form,dreamteam_count,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,cost_change_start,cost_change_start_fall,cost_change_event,cost_change_event_fall,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,news,influence_rank,creativity_rank,threat_rank,ict_index_rank
Crysencio Summerville,West Ham,MID,5.5,9,2,4.5,0.1,0,2,68,0,2,0,0,0,0,0,0,0,32.4,12.8,4.0,4.9,3.0,0,0.5,1.6,6498,2265,1352,586,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.67,1,,205,228,290,268
William Osula,Newcastle,FWD,5.5,9,1,2.2,0.4,1,0,130,1,1,0,0,0,0,0,0,0,37.0,13.5,31.0,7.9,2.7,0,0.5,1.6,52139,36507,3017,6093,0.0,0.0,0.0,0.0,0.4,0.02,0.42,1.15,1,,181,224,106,195
Jacob Bruun Larsen,Burnley,MID,5.4,9,0,3.0,0.0,0,1,176,1,3,0,0,0,0,0,0,0,32.8,29.1,20.0,8.0,2.7,0,0.5,1.7,1527,2685,96,463,-0.1,0.1,0.0,0.0,0.05,0.34,0.39,4.09,2,Knock - 75% chance of playing,203,125,162,186
Kyle Walker,Burnley,DEF,4.5,9,2,2.2,1.7,0,0,360,1,7,0,0,0,0,1,0,0,47.6,8.1,1.0,5.7,2.7,0,0.6,2.0,46241,78356,6173,7957,0.0,0.0,0.0,0.0,0.01,0.14,0.15,9.17,4,,137,269,321,241
James Ward-Prowse,West Ham,MID,5.9,9,2,2.2,0.3,0,0,324,1,9,0,0,0,0,0,0,0,46.4,149.7,4.0,20.0,2.3,0,0.4,1.5,5564,22346,841,1872,-0.1,0.1,0.0,0.0,0.11,0.68,0.79,4.96,4,,142,5,292,41
Mads Hermansen,West Ham,GKP,4.5,9,1,2.2,0.3,0,0,360,1,11,0,0,0,9,0,0,0,84.8,0.0,0.0,8.5,2.7,0,0.6,2.0,8136,13728,1297,1435,0.0,0.0,0.0,0.0,0.0,0.01,0.01,5.44,4,,52,581,551,178
Emmanuel Agbadou,Wolves,DEF,4.5,9,4,2.2,0.4,0,0,360,0,9,0,0,0,0,0,0,0,106.0,16.7,9.0,13.2,3.0,0,0.7,2.0,14716,16862,1965,1398,0.0,0.0,0.0,0.0,0.25,0.15,0.4,7.24,4,,21,200,226,97
Alexis Mac Allister,Liverpool,MID,6.4,9,1,3.0,1.5,0,1,176,1,1,0,0,0,0,0,0,0,37.0,41.4,16.0,9.5,1.3,0,0.2,1.4,48273,110489,4858,10584,-0.1,0.1,0.0,0.0,0.08,0.1,0.18,1.92,3,,182,91,191,163
Marshall Munetsi,Wolves,MID,5.5,9,0,2.2,0.1,0,1,294,0,8,0,0,0,0,1,0,0,36.0,34.8,20.0,8.9,2.3,0,0.4,1.6,3826,4262,252,492,0.0,0.0,0.0,0.0,0.14,0.09,0.23,5.89,3,,190,103,163,170
Sean Longstaff,Leeds,MID,4.9,9,2,2.2,0.2,0,0,213,1,2,0,0,0,0,0,0,0,21.4,15.2,5.0,4.2,2.7,0,0.6,1.8,7522,9360,2034,1148,-0.1,0.1,0.0,0.0,0.04,0.03,0.07,2.34,2,,247,212,264,276
Omar Marmoush,Man City,MID,8.3,9,0,3.0,4.1,0,1,148,0,3,0,0,0,0,0,0,2,38.2,36.1,58.0,13.3,2.7,0,0.3,1.1,161887,969842,269,139852,-0.2,0.2,-0.1,0.1,0.82,0.45,1.27,1.9,2,Knee injury - Expected back 18 Oct,172,101,54,96
James Hill,Bournemouth,DEF,4.0,9,2,2.2,0.9,0,0,153,1,2,0,0,0,0,1,0,0,19.2,2.3,37.0,5.9,2.7,0,0.7,2.2,49573,32642,6473,3745,0.0,0.0,0.0,0.0,0.12,0.03,0.15,0.98,1,,261,319,88,237
Caoimhín Kelleher,Brentford,GKP,4.5,9,2,2.2,9.1,0,0,360,1,7,0,0,0,9,1,0,0,67.6,0.0,0.0,6.8,2.7,0,0.6,2.0,149181,289979,13375,32786,0.0,0.0,0.0,0.0,0.0,0.01,0.01,5.84,4,,94,558,525,213
Federico Chiesa,Liverpool,MID,6.5,9,1,2.2,0.3,1,0,47,0,1,0,0,0,0,0,0,0,36.6,1.3,27.0,6.4,1.0,0,0.2,1.4,14963,18747,681,2854,0.0,0.0,0.0,0.0,0.36,0.03,0.39,0.26,0,,186,336,125,226
Frank Onyeka,Brentford,MID,5.0,9,0,3.0,0.1,0,2,61,0,2,0,0,0,0,0,0,0,23.4,12.3,4.0,3.9,1.7,0,0.3,1.8,3507,3626,202,424,0.0,0.0,0.0,0.0,0.0,0.36,0.36,1.37,0,,241,232,285,284
Emile Smith Rowe,Fulham,MID,5.9,9,1,2.2,0.7,1,0,85,0,0,0,0,0,0,0,0,0,37.8,22.7,40.0,10.0,2.7,0,0.5,1.5,29321,57225,2420,7405,-0.1,0.1,0.0,0.0,0.79,0.05,0.84,0.68,0,,174,160,81,152
Lukas Nmecha,Leeds,FWD,5.0,9,1,2.2,0.8,1,0,134,1,2,0,0,0,0,0,0,0,44.6,8.1,33.0,8.5,1.3,0,0.3,1.8,74959,55265,9036,6970,0.0,0.0,0.0,0.0,0.95,0.03,0.98,2.43,1,,149,270,97,180
Daichi Kamada,Crystal Palace,MID,5.0,9,3,4.5,0.1,0,1,175,2,0,0,0,0,0,0,0,0,19.6,25.5,20.0,6.5,3.0,0,0.6,1.8,15786,5353,2596,1291,0.0,0.0,0.0,0.0,0.07,0.39,0.46,1.49,2,,259,145,159,223
Harvey Barnes,Newcastle,MID,6.5,9,3,2.2,1.0,0,0,265,2,2,0,0,0,0,0,0,0,20.2,77.7,45.0,14.3,2.0,0,0.3,1.4,120965,72364,1678,9906,0.0,0.0,0.0,0.0,0.37,0.8,1.17,1.01,3,,255,34,71,82
Amad Amad,Man Utd,MID,6.3,9,2,2.2,1.8,0,1,266,0,5,0,0,0,0,0,0,0,50.6,70.0,83.0,20.4,2.7,0,0.4,1.4,36130,164399,3480,16149,-0.2,0.2,-0.1,0.1,0.87,0.69,1.56,4.89,3,,130,46,22,38
Nick Woltemade,Newcastle,FWD,7.0,9,9,9.0,2.7,1,0,64,1,0,0,0,0,0,0,0,3,37.2,12.3,46.0,9.6,9.0,0,1.3,1.3,313740,31705,217467,15641,0.0,0.0,0.0,0.0,0.27,0.01,0.28,0.41,1,,178,233,66,159
Sven Botman,Newcastle,DEF,4.9,9,1,4.5,0.4,0,0,68,1,0,0,0,0,0,0,0,2,19.8,0.3,0.0,2.0,3.0,0,0.6,1.8,13461,23756,1388,3119,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.62,1,,257,358,625,337
Bukayo Saka,Arsenal,MID,9.8,9,0,4.5,3.8,1,0,142,1,0,0,0,0,0,0,0,0,52.4,46.8,28.0,12.7,2.0,0,0.2,0.9,213413,1584205,956,60754,-0.2,0.2,0.0,0.0,0.26,0.12,0.38,1.69,2,Hamstring injury - Unknown return date,123,82,119,109
Noni Madueke,Arsenal,MID,7.0,9,3,2.2,1.7,0,0,259,2,1,0,0,0,0,0,0,0,29.8,110.0,76.0,21.5,2.7,0,0.4,1.3,120729,67161,31896,11220,0.0,0.0,0.0,0.0,0.14,0.85,0.99,1.49,3,,214,14,32,31
Malo Gusto,Chelsea,DEF,4.9,9,0,3.0,1.4,0,0,169,1,1,0,0,0,0,0,0,0,22.8,19.5,5.0,4.7,2.7,0,0.6,1.8,39713,83413,2687,13886,-0.1,0.1,-0.1,0.1,0.02,0.06,0.08,1.36,2,,244,181,265,271
Josh Acheampong,Chelsea,DEF,4.0,9,0,9.0,1.7,0,0,90,1,0,0,0,0,0,0,0,3,16.2,2.3,10.0,2.9,0.0,0,0.0,2.2,261400,169287,1441,19389,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.66,1,,270,320,220,320
John Stones,Man City,DEF,5.5,8,0,2.7,0.9,0,0,261,1,4,0,0,0,0,0,0,0,53.8,5.8,0.0,6.0,0.7,0,0.1,1.5,35664,50299,97,16869,0.0,0.0,0.0,0.0,0.0,0.04,0.04,3.88,3,Muscle injury - 50% chance of playing,121,288,706,235
Estêvão Estêvão,Chelsea,MID,6.5,8,0,2.7,2.3,0,1,179,1,1,0,0,0,0,1,0,0,37.0,37.6,62.0,13.7,2.7,0,0.4,1.2,190123,153047,5822,37866,0.0,0.0,0.0,0.0,0.99,1.04,2.03,0.75,2,,183,100,46,88
James Milner,Brighton,MID,5.0,8,1,2.7,0.1,1,0,97,0,3,0,0,0,0,1,0,0,43.6,5.5,17.0,6.6,2.3,0,0.5,1.6,7865,6375,1566,1256,0.0,0.0,0.0,0.0,0.79,0.03,0.82,1.61,1,,154,290,181,218
Will Hughes,Crystal Palace,MID,4.9,8,3,2.0,0.1,0,0,319,3,1,0,0,0,0,3,0,0,40.8,70.8,12.0,12.4,2.0,0,0.4,1.6,5800,6387,1434,731,-0.1,0.1,0.0,0.0,0.15,0.5,0.65,3.36,4,,163,45,211,115
Martin Ødegaard,Arsenal,MID,7.9,8,1,2.0,2.4,0,0,164,1,1,0,0,0,0,0,0,0,20.8,32.1,22.0,7.5,1.0,0,0.1,1.0,102080,261890,2195,38744,-0.1,0.1,0.0,0.0,0.14,0.35,0.49,1.94,3,Shoulder injury - 75% chance of playing,252,109,145,202
Harry Wilson,Fulham,MID,5.4,8,1,2.0,0.5,0,1,207,0,1,0,0,0,0,0,0,0,15.6,10.9,37.0,6.3,1.0,0,0.2,1.5,12641,67608,608,5356,-0.1,0.1,0.0,0.0,0.22,0.14,0.36,2.49,2,,273,248,90,227
Brenden Aaronson,Leeds,MID,5.4,8,5,2.0,0.1,0,0,153,1,1,0,0,0,0,0,0,0,35.2,39.4,29.0,10.4,2.3,0,0.4,1.5,1156,3759,348,267,-0.1,0.1,0.0,0.0,0.13,0.59,0.72,1.71,1,,194,95,112,140
Emiliano Martinez,Aston Villa,GKP,5.0,8,6,4.0,2.0,0,0,180,1,1,0,0,0,3,0,0,0,33.0,0.0,0.0,3.3,2.7,0,0.5,1.6,103653,57610,26190,7980,0.0,0.0,0.0,0.0,0.0,0.01,0.01,3.29,2,,202,676,652,308
João Victor Gomes,Wolves,MID,5.4,8,3,2.0,0.1,0,0,360,0,9,0,0,0,0,2,0,0,51.8,49.7,9.0,11.1,2.0,0,0.4,1.5,2147,5079,522,523,-0.1,0.1,0.0,0.0,0.01,0.18,0.19,7.24,4,,125,76,228,131
Reece James,Chelsea,DEF,5.5,8,1,2.0,4.6,0,0,153,1,1,0,0,0,0,1,0,0,29.6,65.7,9.0,10.5,1.0,0,0.2,1.5,155388,295484,7979,38797,0.0,0.0,0.0,0.0,0.08,0.34,0.42,2.6,1,,216,53,230,139
Yasin Ayari,Brighton,MID,4.9,8,2,2.0,0.2,0,0,272,0,5,0,0,0,0,0,0,1,40.0,34.2,20.0,9.5,1.7,0,0.3,1.6,5010,10742,946,1132,-0.1,0.1,0.0,0.0,0.15,0.22,0.37,3.58,2,,165,105,157,160
Georginio Georginio,Brighton,MID,5.8,8,1,2.7,0.6,0,1,163,1,2,0,0,0,0,1,0,0,14.2,25.5,40.0,7.9,0.7,0,0.1,1.4,27543,109961,747,6895,-0.2,0.2,-0.1,0.1,0.14,0.07,0.21,1.89,2,,287,147,80,196
Carlos Henrique Casemiro,Man Utd,MID,5.5,8,1,2.0,0.2,0,1,197,0,3,0,0,0,0,1,0,0,23.8,21.3,15.0,6.0,2.0,0,0.4,1.5,8241,13012,1191,2128,0.0,0.0,0.0,0.0,0.62,0.06,0.68,3.38,3,,239,169,194,234
Loum Tchaouna,Burnley,MID,4.9,8,3,2.0,0.0,0,1,110,1,1,0,0,0,0,1,0,0,11.6,17.4,20.0,5.0,2.3,0,0.5,1.6,769,1221,489,163,-0.1,0.1,0.0,0.0,0.21,0.05,0.26,2.8,1,,302,194,156,263
Adam Smith,Bournemouth,DEF,4.5,8,0,2.7,0.2,0,0,204,1,3,0,0,0,0,0,0,0,17.8,14.0,4.0,3.6,2.3,0,0.5,1.8,13491,22504,25,3741,0.0,0.0,0.0,0.0,0.0,0.09,0.09,2.56,3,Hamstring injury - Unknown return date,268,218,275,297
Ollie Watkins,Aston Villa,FWD,8.8,8,2,2.0,14.9,0,0,352,2,4,0,0,0,0,0,0,0,18.2,55.4,94.0,16.8,2.0,0,0.2,0.9,305009,1509409,29393,135963,-0.2,0.2,-0.1,0.1,1.13,0.17,1.3,6.91,4,,266,66,17,60
Kyle Walker-Peters,West Ham,DEF,4.4,8,1,2.7,0.3,0,0,200,1,3,0,0,0,0,0,0,0,28.4,16.1,6.0,5.0,2.7,0,0.6,1.8,7639,15913,1401,1558,-0.1,0.1,0.0,0.0,0.04,0.02,0.06,2.33,2,,220,203,258,262
André André,Wolves,MID,5.4,8,1,2.0,0.1,0,0,244,0,7,0,0,0,0,1,0,0,26.0,7.6,0.0,3.3,1.3,0,0.2,1.5,3234,5149,241,530,-0.1,0.1,-0.1,0.1,0.0,0.03,0.03,5.89,3,,229,272,700,309
Youri Tielemans,Aston Villa,MID,5.9,8,1,2.0,1.5,0,0,315,1,4,0,0,0,0,0,0,0,34.2,74.2,29.0,13.8,1.7,0,0.3,1.4,46299,133004,2165,26170,-0.1,0.1,0.0,0.0,0.13,0.37,0.5,6.48,4,Calf injury - Expected back 28 Sep,197,39,115,85
Matz Sels,Nott'm Forest,GKP,5.0,7,1,1.8,14.6,0,0,360,0,8,0,0,0,12,1,0,0,94.4,0.0,0.0,9.6,1.7,0,0.3,1.4,198507,681264,16571,84376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,4,,35,674,650,157
Marco M.Bizot,Aston Villa,GKP,4.5,7,0,3.5,0.7,0,0,180,1,3,0,0,0,4,1,0,0,25.4,0.0,0.0,2.6,0.0,0,0.0,1.6,70705,61412,1119,7025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2,,231,553,517,328
Mikel Merino,Arsenal,MID,5.9,7,3,2.3,0.5,0,0,166,2,0,0,0,0,0,0,0,0,19.6,22.6,33.0,7.6,2.0,0,0.3,1.2,28834,47614,9291,4466,-0.1,0.1,0.0,0.0,0.13,0.09,0.22,0.97,2,,260,161,99,198
Maximilian Kilman,West Ham,DEF,4.4,7,1,1.8,0.2,0,0,360,1,11,0,0,0,0,1,0,0,69.6,17.0,14.0,10.0,2.3,0,0.5,1.6,4612,16187,592,1078,-0.1,0.1,0.0,0.0,0.39,0.03,0.42,5.44,4,,90,199,198,148
Rio Ngumoha,Liverpool,MID,4.5,7,1,3.5,0.5,1,0,4,0,0,0,0,0,0,0,0,0,36.2,11.4,23.0,7.1,2.3,0,0.5,1.6,72822,28868,13154,5316,0.0,0.0,0.0,0.0,0.37,0.1,0.47,0.0,0,,189,241,140,208
Joelinton Cássio Joelinton,Newcastle,MID,5.9,7,3,2.3,0.3,0,0,221,2,2,0,0,0,0,1,0,0,14.2,21.2,21.0,5.7,1.7,0,0.3,1.2,9243,34552,2154,1137,-0.1,0.1,0.0,0.0,0.03,0.33,0.36,0.91,3,,288,170,153,243
Anthony Elanga,Newcastle,MID,7.0,7,1,1.8,7.4,0,0,205,1,3,0,0,0,0,0,0,0,19.2,46.8,37.0,10.3,1.3,0,0.2,1.0,457489,512952,8485,113182,0.0,0.0,0.0,0.0,0.57,0.13,0.7,1.03,2,,262,81,91,142
Murillo Murillo,Nott'm Forest,DEF,5.5,7,3,1.8,4.6,0,0,306,0,6,0,0,0,0,1,0,0,54.0,11.9,0.0,6.6,1.7,0,0.3,1.3,63092,272963,1961,51323,0.0,0.0,0.0,0.0,0.0,0.2,0.2,5.97,4,Knock - 75% chance of playing,119,237,721,220
Altay Bayindir,Man Utd,GKP,5.0,7,2,1.8,0.4,0,0,360,0,7,0,0,0,8,0,0,0,70.2,10.0,0.0,8.0,1.7,0,0.3,1.4,17380,24400,608,2539,0.0,0.0,0.0,0.0,0.0,0.04,0.04,6.79,4,,89,258,662,185
Curtis C.Jones,Liverpool,MID,5.4,7,0,2.3,0.1,0,1,137,0,3,0,0,0,0,0,0,0,21.2,30.3,0.0,5.1,2.0,0,0.4,1.3,2660,8708,11,1657,-0.1,0.1,0.0,0.0,0.0,0.08,0.08,1.32,1,Knock - Unknown return date,250,122,691,260
Bart Verbruggen,Brighton,GKP,4.5,7,2,1.8,5.5,0,0,360,0,6,0,0,0,7,0,0,0,71.0,10.0,0.0,8.0,1.7,0,0.4,1.6,61724,252836,3522,28448,0.0,0.0,0.0,0.0,0.0,0.01,0.01,5.63,4,,86,256,553,184
Jan Paul Van Hecke,Brighton,DEF,4.5,7,3,1.8,0.9,0,0,360,0,6,0,0,0,0,1,0,0,87.8,3.4,39.0,13.1,1.7,0,0.4,1.6,13717,40171,1247,3848,0.0,0.0,0.0,0.0,0.3,0.16,0.46,5.63,4,,49,309,82,100
Tim Iroegbunam,Everton,MID,5.0,7,2,1.8,0.0,0,0,219,3,1,0,0,0,0,3,0,0,32.4,5.1,5.0,4.3,1.7,0,0.3,1.4,420,1295,50,138,0.0,0.0,0.0,0.0,0.15,0.0,0.15,3.41,3,,204,294,268,274
Daniel James,Leeds,MID,5.4,7,1,1.8,0.3,0,0,212,1,4,0,0,0,0,0,0,0,11.8,31.1,29.0,7.2,1.3,0,0.2,1.3,4489,26602,97,4738,-0.1,0.1,0.0,0.0,0.43,0.17,0.6,3.22,3,Knock - 75% chance of playing,301,114,111,207
Ethan Ampadu,Leeds,MID,4.9,7,4,3.5,0.0,0,0,167,1,1,0,0,0,0,0,0,0,24.4,6.3,2.0,3.3,1.3,0,0.3,1.4,1174,5993,492,177,-0.1,0.1,0.0,0.0,0.0,0.03,0.03,1.13,2,,235,280,305,306
Ryan Sessegnon,Fulham,MID,5.4,7,3,2.3,0.0,0,0,217,1,3,0,0,0,0,0,0,0,37.0,39.4,12.0,8.8,2.3,0,0.4,1.3,2209,2331,302,299,-0.1,0.1,0.0,0.0,0.0,0.38,0.38,4.54,3,,180,94,215,173
Josh King,Fulham,MID,4.5,7,1,1.8,3.3,0,0,271,0,4,0,0,0,0,0,0,0,28.4,28.9,61.0,11.7,1.7,0,0.4,1.6,395679,121897,53837,16656,0.0,0.0,0.0,0.0,0.39,0.23,0.62,5.56,4,,222,128,47,123
Mats Wieffer,Brighton,MID,4.9,7,0,3.5,0.1,0,0,174,0,3,0,0,0,0,1,0,0,44.8,5.2,21.0,7.1,1.0,0,0.2,1.4,2967,4210,103,394,-0.1,0.1,-0.1,0.1,0.02,0.04,0.06,1.97,2,,147,293,147,209
Milos Kerkez,Liverpool,DEF,6.0,7,0,1.8,5.6,0,0,276,1,2,0,0,0,0,2,0,0,48.0,21.1,10.0,8.0,2.3,0,0.4,1.2,178353,324633,12373,59806,0.0,0.0,0.0,0.0,0.08,0.03,0.11,2.35,4,,136,173,223,189
Rayan Cherki,Man City,MID,6.4,7,0,3.5,3.2,1,0,70,0,2,0,0,0,0,0,0,0,50.2,28.3,15.0,9.4,0.3,0,0.0,1.1,175259,775678,105,82571,-0.1,0.1,0.0,0.0,0.06,0.47,0.53,0.83,1,Thigh injury - Expected back 26 Oct,132,132,196,165
Nico O’Reilly,Man City,DEF,4.9,7,6,2.3,0.1,0,0,132,1,1,0,0,0,0,1,0,0,27.4,8.3,3.0,3.8,2.3,0,0.5,1.4,5018,10021,2244,728,-0.1,0.1,0.0,0.0,0.05,0.02,0.07,2.95,1,,223,268,293,290
Mikkel Damsgaard,Brentford,MID,5.9,7,0,3.5,0.7,0,0,180,1,2,0,0,0,0,0,0,0,39.0,81.7,16.0,13.7,2.3,0,0.4,1.2,23571,58976,1007,6660,-0.1,0.1,0.0,0.0,0.06,0.51,0.57,2.73,2,,169,27,190,87
Amadou Onana,Aston Villa,MID,4.9,6,0,3.0,0.9,0,0,153,1,1,0,0,0,0,1,0,0,34.0,6.2,16.0,5.6,0.3,0,0.1,1.2,58682,146155,92,19064,-0.1,0.1,-0.1,0.1,0.23,0.05,0.28,2.54,2,Hamstring injury - Unknown return date,198,283,188,245
Xavi Xavi,Spurs,MID,7.0,6,6,6.0,2.7,0,1,70,1,0,0,0,0,0,0,0,0,18.4,19.7,1.0,3.9,6.0,0,0.9,0.9,324977,47647,173709,15709,0.0,0.0,0.0,0.0,0.03,0.08,0.11,0.6,1,,265,180,324,288
Hugo H.Bueno,Wolves,DEF,4.4,6,4,1.5,0.1,0,0,227,0,5,0,0,0,0,1,0,0,61.6,80.1,33.0,17.5,1.7,0,0.4,1.4,1551,3871,470,208,-0.1,0.1,-0.1,0.1,0.06,0.26,0.32,4.2,2,,104,31,96,53
Gianluigi Donnarumma,Man City,GKP,5.5,6,6,6.0,2.5,0,0,90,1,0,0,0,0,2,0,0,0,14.4,0.0,0.0,1.4,6.0,0,1.1,1.1,235513,21633,132411,9411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,1,,286,716,713,350
Diogo Dalot,Man Utd,DEF,4.4,6,0,2.0,1.3,0,1,182,0,4,0,0,0,0,0,0,0,43.6,52.0,18.0,11.3,1.7,0,0.4,1.4,20934,119183,49,26728,-0.1,0.1,-0.1,0.1,0.01,0.62,0.63,3.09,2,Muscle injury - Unknown return date,153,71,174,128
Luke Shaw,Man Utd,DEF,4.5,6,1,1.5,0.3,0,0,345,0,7,0,0,0,0,0,0,0,42.4,22.8,0.0,6.5,1.3,0,0.3,1.3,14333,13715,853,2004,0.0,0.0,0.0,0.0,0.0,0.1,0.1,6.55,4,,159,158,519,221
Manuel Ugarte,Man Utd,MID,4.9,6,4,2.0,0.1,0,0,125,0,4,0,0,0,0,0,0,0,15.8,21.0,2.0,3.8,1.7,0,0.3,1.2,4960,11422,1031,1024,-0.1,0.1,0.0,0.0,0.05,0.02,0.07,3.25,1,,271,174,308,289
Mason Mount,Man Utd,MID,5.9,6,0,2.0,0.2,0,0,177,1,1,0,0,0,0,0,0,0,18.4,68.9,31.0,11.8,1.3,0,0.2,1.0,15143,29554,52,4039,-0.1,0.1,-0.1,0.1,0.18,0.44,0.62,2.36,3,Knock - Unknown return date,264,48,108,121
Ola Aina,Nott'm Forest,DEF,4.9,6,0,2.0,7.9,0,0,270,0,5,0,0,0,0,1,0,0,53.8,33.3,11.0,9.8,0.7,0,0.1,1.2,230710,879303,161,214182,-0.1,0.1,-0.1,0.1,0.04,0.32,0.36,5.02,3,Hamstring injury - Expected back 13 Dec,120,107,218,155
Nikola Milenković,Nott'm Forest,DEF,5.5,6,1,1.5,7.5,0,0,360,0,8,0,0,0,0,0,0,0,54.6,5.0,10.0,7.0,1.3,0,0.2,1.1,146281,357697,18684,46477,0.0,0.0,0.0,0.0,0.05,0.05,0.1,6.86,4,,115,295,222,211
Rodrigo Bentancur,Spurs,MID,5.4,6,0,2.0,0.1,0,0,199,1,1,0,0,0,0,0,0,0,24.2,18.0,2.0,4.5,1.7,0,0.3,1.1,4836,10074,419,1546,-0.1,0.1,0.0,0.0,0.0,0.02,0.02,3.18,2,,237,191,315,273
David Møller Wolfe,Wolves,DEF,4.5,6,0,2.0,0.1,0,1,131,0,4,0,0,0,0,0,0,0,30.6,16.1,4.0,5.1,1.7,0,0.4,1.3,1861,2907,119,386,0.0,0.0,0.0,0.0,0.0,0.12,0.12,3.04,2,,210,204,277,257
Wilfried Gnonto,Leeds,MID,5.3,6,1,1.5,0.2,0,0,191,1,5,0,0,0,0,1,0,0,15.8,21.4,16.0,5.3,1.0,0,0.2,1.1,5153,19921,361,2159,-0.2,0.2,-0.1,0.1,0.18,0.06,0.24,2.49,3,,272,168,189,251
Rodrigo 'Rodri' Rodrigo,Man City,MID,6.4,6,3,2.0,0.7,0,0,180,1,2,0,0,0,0,0,0,0,24.8,32.6,18.0,7.5,2.0,0,0.3,0.9,25761,37817,5166,4474,-0.1,0.1,0.0,0.0,0.08,0.2,0.28,2.8,2,,233,108,180,201
Joško Gvardiol,Man City,DEF,5.8,6,6,6.0,3.2,0,0,90,1,0,0,0,0,0,0,0,0,9.2,1.2,0.0,1.0,2.0,0,0.3,1.0,37687,784104,26061,6992,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.51,1,,316,338,723,362
Ilia Gruev,Leeds,MID,4.9,6,0,2.0,0.0,0,0,192,1,5,0,0,0,0,0,0,0,24.4,8.5,2.0,3.5,1.7,0,0.3,1.2,608,2012,86,260,-0.1,0.1,-0.1,0.1,0.0,0.01,0.01,3.62,2,,236,266,310,301
Adam Wharton,Crystal Palace,MID,5.0,6,0,2.0,0.4,0,0,226,1,1,0,0,0,0,0,0,0,26.0,48.4,0.0,7.4,1.0,0,0.2,1.2,16025,39332,335,5981,0.0,0.0,0.0,0.0,0.0,0.15,0.15,3.01,3,Muscle injury - 50% chance of playing,228,79,672,203
Jefferson Lerma,Crystal Palace,MID,5.0,6,3,1.5,0.1,0,0,130,1,0,0,0,0,0,0,0,0,11.2,8.4,20.0,4.0,1.7,0,0.3,1.2,1290,2818,260,310,0.0,0.0,0.0,0.0,0.39,0.02,0.41,1.37,1,,304,267,158,279
Benjamin White,Arsenal,DEF,5.4,6,0,6.0,0.5,0,0,70,1,0,0,0,0,0,0,0,0,15.4,11.3,1.0,2.8,0.0,0,0.0,1.1,23851,66458,1107,3255,-0.1,0.1,0.0,0.0,0.01,0.01,0.02,0.87,1,Knock - 75% chance of playing,275,245,323,325
Lesley Ugochukwu,Burnley,MID,5.0,5,-1,1.2,0.0,0,0,253,1,4,0,0,0,0,0,1,0,23.8,18.8,8.0,4.9,1.3,0,0.3,1.0,906,2344,93,408,0.0,0.0,0.0,0.0,0.07,0.02,0.09,5.47,3,Suspended until 27 Sep,238,188,239,266
Danny Welbeck,Brighton,FWD,6.3,5,2,1.2,2.1,0,0,237,0,6,0,0,1,0,0,0,0,4.4,23.4,39.0,6.5,1.3,0,0.2,0.8,48927,304492,8445,18413,-0.2,0.2,0.0,0.0,1.65,0.29,1.94,4.69,3,,352,157,85,225
Matheus Cunha,Man Utd,MID,8.0,5,0,1.7,4.9,0,0,210,0,2,0,0,0,0,0,0,0,33.2,43.3,81.0,15.8,1.0,0,0.1,0.6,719972,1128110,487,143549,0.0,0.0,0.0,0.0,0.82,0.22,1.04,3.07,3,Hamstring injury - Unknown return date,201,86,24,69
Max Dowman,Arsenal,MID,4.5,5,0,2.5,0.4,0,1,27,0,0,0,0,0,0,0,0,0,1.0,0.8,26.0,2.8,1.7,0,0.4,1.1,58221,20191,5627,4461,0.0,0.0,0.0,0.0,0.14,0.02,0.16,0.12,0,,382,346,131,324
Nico N.Gonzalez,Man City,MID,6.0,5,1,1.7,0.1,0,0,178,1,2,0,0,0,0,1,0,0,44.4,12.4,6.0,6.2,0.7,0,0.1,0.8,5062,6618,646,903,0.0,0.0,0.0,0.0,0.05,0.07,0.12,2.68,2,,150,231,262,232
Justin Devenny,Crystal Palace,MID,4.5,5,1,1.2,1.5,0,0,97,0,1,0,0,0,0,0,0,0,15.0,26.1,31.0,7.3,1.3,0,0.3,1.1,47354,78199,7684,8261,0.0,0.0,0.0,0.0,0.05,0.14,0.19,1.06,1,,277,142,104,205
Endo Endo,Liverpool,MID,4.9,5,0,1.7,0.1,0,1,32,0,2,0,0,0,0,1,0,0,24.6,10.7,0.0,3.5,0.3,0,0.1,1.0,3693,6758,361,837,-0.1,0.1,-0.1,0.1,0.0,0.0,0.0,0.98,0,,234,250,615,300
